word,level,transcription,russian
sihirli kutu,C1,сихирли куту,"(нет перевода)"
simülasyon,C1,симюласйон,"(нет перевода)"
sine,C1,сине,"близкий; интимный; сердце"
sinirleri gerilmek,C1,синирлери герилмек,"(нет перевода)"
sistematik,C1,систематик,"систематический; систематичный"
sitem,C1,ситем,"жалоба; нарекание; выговор"
sitem etmek,C1,ситем этмек,"(нет перевода)"
sivrilmek,C1,сиврилмек,"(нет перевода)"
smokin,C1,смокин,"смокинг"
solunum,C1,солунум,"дыхание"
sorumsuz,C1,сорумсуз,"не несущий ответственности; безответственный"
soytarılık,C1,сойтарылык,"(нет перевода)"
sponsor,C1,спонсор,"(нет перевода)"
staj,C1,стаж,"интернатура; практика"
su saati,C1,су саати,"(нет перевода)"
sunmak,C1,сунмак,"-ать; -еть"
suratını asmak,C1,суратыны асмак,"(нет перевода)"
sönük kalmak,C1,сёнюк калмак,"(нет перевода)"
sözleşmek,C1,сёзлешмек,"-ать; -еть"
sükûnet,C1,сюкунет,"безмятежность; спокойствие; молчать"
sürdürülebilirlik,C1,сюрдюрюлебилирлик,"устойчивость; экологическая устойчивость"
sürüklemek,C1,сюрюклемек,"-ать; -еть"
sütun,C1,сютун,"столб; колонна"
süzülmek,C1,сюзюлмек,"пассивный; бездеятельный; -ать"
süzülüp gitmek,C1,сюзюлюп гитмек,"(нет перевода)"
sınıflandırmak,C1,сыныфландырмак,"каузатив; каузативный залог"
sınırlı tutmak,C1,сынырлы тутмак,"(нет перевода)"
sır,C1,сыр,"тайный; потайной; глазурь"
sırça,C1,сырча,"стекло; бокал; из"
tabir,C1,табир,"выражение; оборот"
tabure,C1,табуре,"подставка для ног; скамеечка для ног"
tabut,C1,табут,"гроб; домовина"
tahrip,C1,тахрип,"разрушение; уничтожение"
takdir,C1,такдир,"оценка налогообложения; оценивание; благодарность"
taklit,C1,таклит,"контрафактный; поддельный; имитация"
takıntılı,C1,такынтылы,"обуянный; одержимый"
takışmak,C1,такышмак,"(нет перевода)"
talep,C1,талеп,"спрос; потребность; запрос"
tapu,C1,тапу,"акт; действие"
taramak,C1,тарамак,"расчёска; гребёнка; -ать"
tasavvuf,C1,тасаввуф,"суфизм"
tatmin etmek,C1,татмин этмек,"-ать; -еть"
tavır,C1,тавыр,"манера; метод"
tazminat,C1,тазминат,"возмещение; выплата; компенсация"
taşkın,C1,ташкын,"всемирный потоп; наводнение; избыточный"
taşlama,C1,ташлама,"вербальный; словесный"
tedavül,C1,тедавюл,"(нет перевода)"
teferruat,C1,теферруат,"(нет перевода)"
tehdit,C1,техдит,"угроза; опасность"
tekke,C1,текке,"богадельня; тюрьма; зона"
telafi,C1,телафи,"возмещение; компенсация"
telkin,C1,телкин,"(нет перевода)"
tembihlemek,C1,тембихлемек,"(нет перевода)"
temin etmek,C1,темин этмек,"(нет перевода)"
teorik,C1,теорик,"абстрактный; отвлечённый"
tereddüt,C1,тереддют,"нерешительность"
terör,C1,терёр,"что-то; кое-что"
tesir,C1,тесир,"эффект; результат"
tesisat,C1,тесисат,"растение; крот"
teslimiyet,C1,теслимийет,"капитуляция; сдача; подача"
tespit,C1,теспит,"стабилизация"
tetik le-,C1,тетик ле-,"(нет перевода)"
tevazu,C1,тевазу,"покорность; скромность"
tez,C1,тез,"очерк; сочинение; дипломная работа"
teşvik,C1,тешвик,"стимул; толчок"
tolerans,C1,толеранс,"терпение; терпимость"
topografik,C1,топографик,"топографический"
trajikomik,C1,тражикомик,"(нет перевода)"
tribün,C1,трибюн,"позиция; пост"
tutturmak,C1,туттурмак,"-ать; -еть"
tüberküloz,C1,тюберкюлоз,"туберкулёз; чахотка"
tüketici,C1,тюкетиджи,"потребитель; потребительница"
tüyo,C1,тюйо,"кончик; наконечник"
ultraviyole,C1,ултравийоле,"(нет перевода)"
ulumak,C1,улумак,"-ать; -еть"
uydu,C1,уйду,"Луна; луна; спутник"
uydurmak,C1,уйдурмак,"каузатив; каузативный залог; -ать"
uygar,C1,уйгар,"воспитанный; культурный"
uygarlık,C1,уйгарлык,"культура; цивилизация"
uyuşmazlık,C1,уйушмазлык,"разногласие; несогласие; несовместимость"
uzak durmak,C1,узак дурмак,"(нет перевода)"
uzantı,C1,узанты,"отросток; придаток"
uzlaşımsal,C1,узлашымсал,"(нет перевода)"
uçuk kıyafet,C1,учук кыйафет,"(нет перевода)"
uğraşı,C1,урашы,"(нет перевода)"
uğruna,C1,уруна,"для; ради; ибо"
vantilatör,C1,вантилатёр,"вентилятор"
vasıf,C1,васыф,"(нет перевода)"
vatoz,C1,ватоз,"скат; луч"
vefasız,C1,вефасыз,"нелояльный"
versiyon,C1,версийон,"версия; вариант"
vicdan azabı,C1,видждан азабы,"(нет перевода)"
vizyon,C1,визйон,"абстрактный; воображаемый; предвидение"
volta atmak,C1,волта атмак,"-ать; -еть"
yakarmak,C1,йакармак,"-ать; -еть"
yansımak,C1,йансымак,"-ать; -еть"
yapılandırmak,C1,йапыландырмак,"каузатив; каузативный залог; -ать"
yapış yapış olmak,C1,йапыш йапыш олмак,"(нет перевода)"
yarıçap,C1,йарычап,"(нет перевода)"
yasal süreç,C1,йасал сюреч,"(нет перевода)"
yatkın,C1,йаткын,"(нет перевода)"
yatkın olmak,C1,йаткын олмак,"(нет перевода)"
yayın,C1,йайын,"вещание; передача; сом"
yazılım,C1,йазылым,"ПО; программное обеспечение"
yaşayıp gitmek,C1,йашайып гитмек,"(нет перевода)"
yeltenmek,C1,йелтенмек,"-ать; -еть"
yerel,C1,йерел,"локальный; местный; региональный"
yergi,C1,йерги,"сатира"
yerküre,C1,йеркюре,"Земля; грунт"
yerçekimi,C1,йерчекими,"(нет перевода)"
yetim,C1,йетим,"сирота; сиротка"
yetkinlik,C1,йеткинлик,"(нет перевода)"
yolunu bulmak,C1,йолуну булмак,"(нет перевода)"
yöneltmek,C1,йёнелтмек,"каузатив; каузативный залог; -ать"
yöre,C1,йёре,"площадь; край; район"
yığılmak,C1,йыылмак,"пассивный; бездеятельный"
zaman almak,C1,заман алмак,"(нет перевода)"
zaman harcamak,C1,заман харджамак,"(нет перевода)"
zaman kaybetmek,C1,заман кайбетмек,"(нет перевода)"
zaman öldürmek,C1,заман ёлдюрмек,"(нет перевода)"
zamane,C1,замане,"(нет перевода)"
zarf,C1,зарф,"наречие; конверт; обёртка"
zedelemek,C1,зеделемек,"(нет перевода)"
zehirlenmek,C1,зехирленмек,"пассивный; бездеятельный"
zemin,C1,земин,"молотый; грунт; пол"
zikir,C1,зикир,"зикр; синоним"
zikretmek,C1,зикретмек,"-ать; -еть"
zira,C1,зира,"из-за; потому что"
zirve,C1,зирве,"горная вершина; пик; вершина"
ziyade,C1,зийаде,"многие; многий"
zonklamak,C1,зонкламак,"-ать; -еть"
zulüm,C1,зулюм,"тирания"
zümre,C1,зюмре,"(нет перевода)"
çanak,C1,чанак,"миска; пиала; чашечка"
çap,C1,чап,"диаметр; поперечник; калибр"
çare aramak,C1,чаре арамак,"(нет перевода)"
çarpıtmak,C1,чарпытмак,"(нет перевода)"
çarşaf çarşaf,C1,чаршаф чаршаф,"(нет перевода)"
